ProcedureURN,ProcedureID,Active,Procedures,Description
17424,0X9B3ZZ	,1,DRAINAGE OF RIGHT ELBOW REGION; PERCUTANEOUS APPROACH	,
17426,0X9B4ZZ	,1,DRAINAGE OF RIGHT ELBOW REGION; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
17429,0V9J30Z	,1,DRAINAGE OF RIGHT EPIDIDYMIS WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17431,0V9J0ZZ	,1,DRAINAGE OF RIGHT EPIDIDYMIS; OPEN APPROACH	,NULL
17453,099U4ZZ	,1,DRAINAGE OF RIGHT ETHMOID SINUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
17488,039M00Z	,1,DRAINAGE OF RIGHT EXTERNAL CAROTID ARTERY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17501,0990XZZ	,1,DRAINAGE OF RIGHT EXTERNAL EAR; EXTERNAL APPROACH	,NULL
17503,09900ZZ	,1,DRAINAGE OF RIGHT EXTERNAL EAR; OPEN APPROACH	,NULL
17505,09903ZZ	,1,DRAINAGE OF RIGHT EXTERNAL EAR; PERCUTANEOUS APPROACH	,NULL
17543,0890XZZ	,1,DRAINAGE OF RIGHT EYE; EXTERNAL APPROACH	,NULL
17544,0890XZX	,1,DRAINAGE OF RIGHT EYE; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
17569,049K00Z	,1,DRAINAGE OF RIGHT FEMORAL ARTERY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17570,049K30Z	,1,DRAINAGE OF RIGHT FEMORAL ARTERY WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17578,0Y9700Z	,1,DRAINAGE OF RIGHT FEMORAL REGION WITH DRAINAGE DEVICE; OPEN APPROACH	,
17579,0Y9730Z	,1,DRAINAGE OF RIGHT FEMORAL REGION WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17581,0Y970ZZ	,1,DRAINAGE OF RIGHT FEMORAL REGION; OPEN APPROACH	,
17597,069M30Z	,1,DRAINAGE OF RIGHT FEMORAL VEIN WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17601,069M3ZZ	,1,DRAINAGE OF RIGHT FEMORAL VEIN; PERCUTANEOUS APPROACH	,NULL
17660,0H9MXZZ	,1,DRAINAGE OF RIGHT FOOT SKIN; EXTERNAL APPROACH	,NULL
17661,0H9MXZX	,1,DRAINAGE OF RIGHT FOOT SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
17662,0J9Q00Z	,1,DRAINAGE OF RIGHT FOOT SUBCUTANEOUS TISSUE AND FASCIA WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17664,0J9Q0ZZ	,1,DRAINAGE OF RIGHT FOOT SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,
17689,0Y9M0ZZ	,1,DRAINAGE OF RIGHT FOOT; OPEN APPROACH 	,NULL
17690,0Y9M3ZZ	,1,DRAINAGE OF RIGHT FOOT; PERCUTANEOUS APPROACH	,NULL
17691,0Y9M3ZX	,1,DRAINAGE OF RIGHT FOOT; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
17724,069P0ZZ	,1,DRAINAGE OF RIGHT GREATER SAPHENOUS VEIN; OPEN APPROACH	,NULL
17758,0H9FXZZ	,1,DRAINAGE OF RIGHT HAND SKIN; EXTERNAL APPROACH	,NULL
17759,0H9FXZX	,1,DRAINAGE OF RIGHT HAND SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,
17784,0X9J00Z	,1,DRAINAGE OF RIGHT HAND WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17785,0X9J30Z	,1,DRAINAGE OF RIGHT HAND WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17787,0X9J0ZZ	,1,DRAINAGE OF RIGHT HAND; OPEN APPROACH	,NULL
17788,0X9J0ZX	,1,DRAINAGE OF RIGHT HAND; OPEN APPROACH; DIAGNOSTIC	,NULL
17789,0X9J3ZZ	,1,DRAINAGE OF RIGHT HAND; PERCUTANEOUS APPROACH	,NULL
17793,0F9500Z	,1,DRAINAGE OF RIGHT HEPATIC DUCT WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17794,0F9530Z	,1,DRAINAGE OF RIGHT HEPATIC DUCT WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17801,0F953ZX	,1,DRAINAGE OF RIGHT HEPATIC DUCT; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
17817,0S9900Z	,1,DRAINAGE OF RIGHT HIP JOINT WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17823,0S993ZX	,1,DRAINAGE OF RIGHT HIP JOINT; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
17826,0K9N00Z	,1,DRAINAGE OF RIGHT HIP MUSCLE WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17827,0K9N30Z	,1,DRAINAGE OF RIGHT HIP MUSCLE WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17830,0K9N0ZX	,1,DRAINAGE OF RIGHT HIP MUSCLE; OPEN APPROACH; DIAGNOSTIC	,
17831,0K9N3ZZ	,1,DRAINAGE OF RIGHT HIP MUSCLE; PERCUTANEOUS APPROACH	,NULL
17832,0K9N3ZX	,1,DRAINAGE OF RIGHT HIP MUSCLE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
17871,079C30Z	,1,DRAINAGE OF RIGHT ILIAC LYMPH NODE COLLECTION,NULL
17891,0Y9530Z	,1,DRAINAGE OF RIGHT INGUINAL REGION WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17893,0Y950ZZ	,1,DRAINAGE OF RIGHT INGUINAL REGION; OPEN APPROACH,NULL
17895,0Y953ZZ	,1,DRAINAGE OF RIGHT INGUINAL REGION; PERCUTANEOUS APPROACH	,NULL
17896,0Y953ZX	,1,DRAINAGE OF RIGHT INGUINAL REGION; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
17959,0T9300Z	,1,DRAINAGE OF RIGHT KIDNEY PELVIS WITH DRAINAGE DEVICE; OPEN APPROACH	,
17960,0T9330Z	,1,DRAINAGE OF RIGHT KIDNEY PELVIS WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17961,0T9340Z	,1,DRAINAGE OF RIGHT KIDNEY PELVIS WITH DRAINAGE DEVICE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
17964,0T930ZZ	,1,DRAINAGE OF RIGHT KIDNEY PELVIS; OPEN APPROACH	,NULL
17966,0T933ZZ	,1,DRAINAGE OF RIGHT KIDNEY PELVIS; PERCUTANEOUS APPROACH	,NULL
17968,0T934ZZ	,1,DRAINAGE OF RIGHT KIDNEY PELVIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
17973,0T9000Z	,1,DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
17974,0T9030Z	,1,DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17975,0T9070Z	,1,DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE; VIA NATURAL OR ARTIFICIAL OPENING	,NULL
17976,0T9080Z	,1,DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
17977,0T900ZZ	,1,DRAINAGE OF RIGHT KIDNEY; OPEN APPROACH	,NULL
17978,0T900ZX	,1,DRAINAGE OF RIGHT KIDNEY; OPEN APPROACH; DIAGNOSTIC	,
17979,0T903ZZ	,1,DRAINAGE OF RIGHT KIDNEY; PERCUTANEOUS APPROACH	,NULL
17980,0T903ZX	,1,DRAINAGE OF RIGHT KIDNEY; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
17981,0T904ZZ	,1,DRAINAGE OF RIGHT KIDNEY; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
17982,0T904ZX	,1,DRAINAGE OF RIGHT KIDNEY; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
17984,0T908ZZ	,1,DRAINAGE OF RIGHT KIDNEY; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,
17997,0S9C30Z	,1,DRAINAGE OF RIGHT KNEE JOINT WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
17999,0S9C0ZZ	,1,DRAINAGE OF RIGHT KNEE JOINT; OPEN APPROACH	,NULL
18002,0S9C3ZX	,1,DRAINAGE OF RIGHT KNEE JOINT; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18004,0S9C4ZX	,1,DRAINAGE OF RIGHT KNEE JOINT; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
18008,0Y9F0ZZ	,1,DRAINAGE OF RIGHT KNEE REGION; OPEN APPROACH	,NULL
18009,0Y9F0ZX	,1,DRAINAGE OF RIGHT KNEE REGION; OPEN APPROACH; DIAGNOSTIC	,NULL
18010,0Y9F3ZZ	,1,DRAINAGE OF RIGHT KNEE REGION; PERCUTANEOUS APPROACH	,NULL
18011,0Y9F3ZX	,1,DRAINAGE OF RIGHT KNEE REGION; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18066,089J3ZZ	,1,DRAINAGE OF RIGHT LENS; PERCUTANEOUS APPROACH	,
18078,0F910ZZ	,1,DRAINAGE OF RIGHT LOBE LIVER; OPEN APPROACH	,NULL
18079,0F910ZX	,1,DRAINAGE OF RIGHT LOBE LIVER; OPEN APPROACH; DIAGNOSTIC	,
18080,0F913ZZ	,1,DRAINAGE OF RIGHT LOBE LIVER; PERCUTANEOUS APPROACH	,NULL
18081,0F913ZX	,1,DRAINAGE OF RIGHT LOBE LIVER; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18102,0H9DXZZ	,1,DRAINAGE OF RIGHT LOWER ARM SKIN; EXTERNAL APPROACH	,NULL
18107,0J9G0ZX	,1,DRAINAGE OF RIGHT LOWER ARM SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,NULL
18113,0X9D0ZZ	,1,DRAINAGE OF RIGHT LOWER ARM; OPEN APPROACH	,NULL
18139,0Y990ZZ	,1,DRAINAGE OF RIGHT LOWER EXTREMITY; OPEN APPROACH	,NULL
18140,0Y990ZX	,1,DRAINAGE OF RIGHT LOWER EXTREMITY; OPEN APPROACH;,NULL
18141,0Y993ZZ	,1,DRAINAGE OF RIGHT LOWER EXTREMITY; PERCUTANEOUS APPROACH	,NULL
18173,0H9KXZZ	,1,DRAINAGE OF RIGHT LOWER LEG SKIN; EXTERNAL APPROACH	,NULL
18174,0H9KXZX	,1,DRAINAGE OF RIGHT LOWER LEG SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
18175,0J9N00Z	,1,DRAINAGE OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18177,0J9N0ZZ	,1,DRAINAGE OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,NULL
18178,0J9N0ZX	,1,DRAINAGE OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,NULL
18179,0J9N3ZZ	,1,DRAINAGE OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; PERCUTANEOUS APPROACH	,NULL
18192,0Y9H0ZZ	,1,DRAINAGE OF RIGHT LOWER LEG; OPEN APPROACH	,NULL
18194,0Y9H3ZZ	,1,DRAINAGE OF RIGHT LOWER LEG; PERCUTANEOUS APPROACH	,NULL
18210,0B968ZX	,1,DRAINAGE OF RIGHT LOWER LOBE BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
18212,0B9F00Z	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE WITH DRAINAGE DEVICE; OPEN APPROACH	,
18213,0B9F30Z	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18217,0B9F0ZZ	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE; OPEN APPROACH	,
18219,0B9F3ZZ	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE; PERCUTANEOUS APPROACH	,NULL
18220,0B9F3ZX	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18222,0B9F4ZX	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
18225,0B9F8ZX	,1,DRAINAGE OF RIGHT LOWER LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
18227,0B9K00Z	,1,DRAINAGE OF RIGHT LUNG WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18228,0B9K30Z	,1,DRAINAGE OF RIGHT LUNG WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18232,0B9K0ZZ	,1,DRAINAGE OF RIGHT LUNG; OPEN APPROACH	,
18233,0B9K0ZX	,1,DRAINAGE OF RIGHT LUNG; OPEN APPROACH; DIAGNOSTIC	,
18234,0B9K3ZZ	,1,DRAINAGE OF RIGHT LUNG; PERCUTANEOUS APPROACH	,NULL
18235,0B9K3ZX	,1,DRAINAGE OF RIGHT LUNG; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18252,0B937ZZ	,1,DRAINAGE OF RIGHT MAIN BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING	,
18254,0B938ZX	,1,DRAINAGE OF RIGHT MAIN BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
18286,099Q0ZX	,1,DRAINAGE OF RIGHT MAXILLARY SINUS; OPEN APPROACH; DIAGNOSTIC	,
18288,099Q3ZX	,1,DRAINAGE OF RIGHT MAXILLARY SINUS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18289,099Q4ZX	,1,DRAINAGE OF RIGHT MAXILLARY SINUS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
18357,0B954ZX	,1,DRAINAGE OF RIGHT MIDDLE LOBE BRONCHUS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
18360,0B958ZX	,1,DRAINAGE OF RIGHT MIDDLE LOBE BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
18369,0B9D3ZZ	,1,DRAINAGE OF RIGHT MIDDLE LUNG LOBE; PERCUTANEOUS APPROACH	,NULL
18372,0B9D4ZX	,1,DRAINAGE OF RIGHT MIDDLE LUNG LOBE; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
18375,0B9D8ZX	,1,DRAINAGE OF RIGHT MIDDLE LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
18376,0B9D7ZX	,1,DRAINAGE OF RIGHT MIDDLE LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING; DIAGNOSTIC	,
18378,079130Z	,1,DRAINAGE OF RIGHT NECK LYMPHATIC WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18381,07910ZX	,1,DRAINAGE OF RIGHT NECK LYMPHATIC; OPEN APPROACH; DIAGNOSTIC	,NULL
18383,07913ZX	,1,DRAINAGE OF RIGHT NECK LYMPHATIC; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18391,0K923ZZ	,1,DRAINAGE OF RIGHT NECK MUSCLE; PERCUTANEOUS APPROACH	,
18392,0K923ZX	,1,DRAINAGE OF RIGHT NECK MUSCLE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18429,0U9030Z	,1,DRAINAGE OF RIGHT OVARY WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18436,0U904ZZ	,1,DRAINAGE OF RIGHT OVARY; PERCUTANEOUS ENDOSCOPIC APPROACH	,
18464,0C980ZZ	,1,DRAINAGE OF RIGHT PAROTID GLAND; OPEN APPROACH	,
18465,0C980ZX	,1,DRAINAGE OF RIGHT PAROTID GLAND; OPEN APPROACH; DIAGNOSTIC	,
18466,0C983ZZ	,1,DRAINAGE OF RIGHT PAROTID GLAND; PERCUTANEOUS APPROACH	,
18495,0B9N00Z	,1,DRAINAGE OF RIGHT PLEURA WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18496,0B9N30Z	,1,DRAINAGE OF RIGHT PLEURA WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18498,0B9N0ZZ	,1,DRAINAGE OF RIGHT PLEURA; OPEN APPROACH	,NULL
18499,0B9N0ZX	,1,DRAINAGE OF RIGHT PLEURA; OPEN APPROACH; DIAGNOSTIC	,
18500,0B9N3ZZ	,1,DRAINAGE OF RIGHT PLEURA; PERCUTANEOUS APPROACH	,NULL
18501,0B9N3ZX	,1,DRAINAGE OF RIGHT PLEURA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18503,0B9N4ZX	,1,DRAINAGE OF RIGHT PLEURA; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
18504,0W9900Z	,1,DRAINAGE OF RIGHT PLEURAL CAVITY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18505,0W9930Z	,1,DRAINAGE OF RIGHT PLEURAL CAVITY WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18506,0W9940Z	,1,DRAINAGE OF RIGHT PLEURAL CAVITY WITH DRAINAGE DEVICE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
18507,0W990ZZ	,1,DRAINAGE OF RIGHT PLEURAL CAVITY; OPEN APPROACH	,NULL
18508,0W990ZX	,1,DRAINAGE OF RIGHT PLEURAL CAVITY; OPEN APPROACH; DIAGNOSTIC	,NULL
18509,0W994ZZ	,1,DRAINAGE OF RIGHT PLEURAL CAVITY; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
18517,049M3ZX	,1,DRAINAGE OF RIGHT POPLITEAL ARTERY; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18529,039B00Z	,1,DRAINAGE OF RIGHT RADIAL ARTERY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18549,04990ZZ	,1,DRAINAGE OF RIGHT RENAL ARTERY; OPEN APPROACH	,NULL
18558,06990ZZ	,1,DRAINAGE OF RIGHT RENAL VEIN; OPEN APPROACH	,NULL
18585,0S973ZX	,1,DRAINAGE OF RIGHT SACROILIAC JOINT; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
18594,0P953ZX	,1,DRAINAGE OF RIGHT SCAPULA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18598,0896XZZ	,1,DRAINAGE OF RIGHT SCLERA; EXTERNAL APPROACH	,NULL
18605,0V913ZZ	,1,DRAINAGE OF RIGHT SEMINAL VESICLE; PERCUTANEOUS APPROACH	,NULL
18619,0R9J30Z	,1,DRAINAGE OF RIGHT SHOULDER JOINT WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,
18630,0K950ZZ	,1,DRAINAGE OF RIGHT SHOULDER MUSCLE; OPEN APPROACH	,NULL
18631,0K950ZX	,1,DRAINAGE OF RIGHT SHOULDER MUSCLE; OPEN APPROACH; DIAGNOSTIC	,
18632,0K953ZZ	,1,DRAINAGE OF RIGHT SHOULDER MUSCLE; PERCUTANEOUS APPROACH	,NULL
18639,0X920ZZ	,1,DRAINAGE OF RIGHT SHOULDER REGION; OPEN APPROACH	,NULL
18640,0X920ZX	,1,DRAINAGE OF RIGHT SHOULDER REGION; OPEN APPROACH; DIAGNOSTIC	,NULL
18659,0V9F3ZZ	,1,DRAINAGE OF RIGHT SPERMATIC CORD; PERCUTANEOUS APPROACH	,NULL
18690,039300Z	,1,DRAINAGE OF RIGHT SUBCLAVIAN ARTERY WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18693,03930ZZ	,1,DRAINAGE OF RIGHT SUBCLAVIAN ARTERY; OPEN APPROACH	,NULL
18695,03933ZZ	,1,DRAINAGE OF RIGHT SUBCLAVIAN ARTERY; PERCUTANEOUS APPROACH	,NULL
18705,05953ZX	,1,DRAINAGE OF RIGHT SUBCLAVIAN VEIN; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18714,0C9G00Z	,1,DRAINAGE OF RIGHT SUBMAXILLARY GLAND WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18716,0C9G0ZZ	,1,DRAINAGE OF RIGHT SUBMAXILLARY GLAND; OPEN APPROACH	,NULL
18718,0C9G3ZZ	,1,DRAINAGE OF RIGHT SUBMAXILLARY GLAND; PERCUTANEOUS APPROACH	,NULL
18741,0Q9L0ZZ	,1,DRAINAGE OF RIGHT TARSAL; OPEN APPROACH	,NULL
18774,0V9930Z	,1,DRAINAGE OF RIGHT TESTIS WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
18776,0V990ZZ	,1,DRAINAGE OF RIGHT TESTIS; OPEN APPROACH,NULL
18777,0V990ZX	,1,DRAINAGE OF RIGHT TESTIS; OPEN APPROACH; DIAGNOSTIC	,
18778,0V993ZZ	,1,DRAINAGE OF RIGHT TESTIS; PERCUTANEOUS APPROACH	,NULL
18779,0V993ZX	,1,DRAINAGE OF RIGHT TESTIS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18780,0V994ZZ	,1,DRAINAGE OF RIGHT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
18782,0Y9C0ZX	,1,DRAINAGE OF RIGHT THIGH ;OPEN; DIAGNOSTIC	,NULL
18783,0Y9H3ZX	,1,DRAINAGE OF RIGHT THIGH ABSCESS (DIAGNOSTIC),NULL
18840,0Q9G0ZZ	,1,DRAINAGE OF RIGHT TIBIA; OPEN APPROACH	,NULL
18843,0Q9G3ZX	,1,DRAINAGE OF RIGHT TIBIA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18876,0K9F0ZZ	,1,DRAINAGE OF RIGHT TRUNK MUSCLE; OPEN APPROACH	,NULL
18894,0V960ZZ	,1,DRAINAGE OF RIGHT TUNICA VAGINALIS; OPEN APPROACH	,NULL
18942,0H9BX0Z	,1,DRAINAGE OF RIGHT UPPER ARM SKIN WITH DRAINAGE DEVICE; EXTERNAL APPROACH	,NULL
18943,0H9BXZZ	,1,DRAINAGE OF RIGHT UPPER ARM SKIN; EXTERNAL APPROACH	,NULL
18944,0H9BXZX	,1,DRAINAGE OF RIGHT UPPER ARM SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
18948,0J9D0ZX	,1,DRAINAGE OF RIGHT UPPER ARM SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,NULL
18960,0X9800Z	,1,DRAINAGE OF RIGHT UPPER ARM WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
18964,0X983ZZ	,1,DRAINAGE OF RIGHT UPPER ARM; PERCUTANEOUS APPROACH	,NULL
18965,0X983ZX	,1,DRAINAGE OF RIGHT UPPER ARM; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
18989,0X960ZZ	,1,DRAINAGE OF RIGHT UPPER EXTREMITY; OPEN APPROACH	,NULL
19013,0K9Q00Z	,1,DRAINAGE OF RIGHT UPPER LEG MUSCLE WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
19014,0K9Q30Z	,1,DRAINAGE OF RIGHT UPPER LEG MUSCLE WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
19023,0H9HXZZ	,1,DRAINAGE OF RIGHT UPPER LEG SKIN; EXTERNAL APPROACH	,NULL
19024,0H9HXZX	,1,DRAINAGE OF RIGHT UPPER LEG SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
19027,0J9L0ZZ	,1,DRAINAGE OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,
19028,0J9L0ZX	,1,DRAINAGE OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,NULL
19029,0J9L3ZZ	,1,DRAINAGE OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA; PERCUTANEOUS APPROACH	,
19042,0Y9C0ZZ	,1,DRAINAGE OF RIGHT UPPER LEG; OPEN APPROACH	,NULL
19043,0Y9C3ZZ	,1,DRAINAGE OF RIGHT UPPER LEG; PERCUTANEOUS APPROACH	,NULL
19044,0Y9C3ZX	,1,DRAINAGE OF RIGHT UPPER LEG; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
19055,0B943ZX	,1,DRAINAGE OF RIGHT UPPER LOBE BRONCHUS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
19060,0B948ZX	,1,DRAINAGE OF RIGHT UPPER LOBE BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
19062,0B9C00Z	,1,DRAINAGE OF RIGHT UPPER LUNG LOBE WITH DRAINAGE DEVICE; OPEN APPROACH	,
19067,0B9C0ZZ	,1,DRAINAGE OF RIGHT UPPER LUNG LOBE; OPEN APPROACH	,
19069,0B9C3ZZ	,1,DRAINAGE OF RIGHT UPPER LUNG LOBE; PERCUTANEOUS APPROACH	,NULL
19076,0T9600Z	,1,DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE; OPEN APPROACH	,NULL
19077,0T9630Z	,1,DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE; PERCUTANEOUS APPROACH	,NULL
19078,0T9640Z	,1,DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
19079,0T9670Z	,1,DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE; VIA NATURAL OR ARTIFICIAL OPENING	,NULL
19080,0T9680Z	,1,DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
19081,0T960ZZ	,1,DRAINAGE OF RIGHT URETER; OPEN APPROACH	,NULL
19088,0T968ZZ	,1,DRAINAGE OF RIGHT URETER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,
19090,0T967ZX	,1,DRAINAGE OF RIGHT URETER; VIA NATURAL OR ARTIFICIAL OPENING; DIAGNOSTIC	,
19094,0V9N0ZZ	,1,DRAINAGE OF RIGHT VAS DEFERENS; OPEN APPROACH	,
19119,08943ZZ	,1,DRAINAGE OF RIGHT VITREOUS; PERCUTANEOUS APPROACH	,
19120,08943ZX	,1,DRAINAGE OF RIGHT VITREOUS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
19158,0X9G0ZX	,1,DRAINAGE OF RIGHT WRIST REGION; OPEN APPROACH; DIAGNOSTIC	,NULL
19211,0Q910ZZ	,1,DRAINAGE OF SACRUM; OPEN APPROACH	,NULL
19217,0H90X0Z	,1,DRAINAGE OF SCALP SKIN WITH DRAINAGE DEVICE; EXTERNAL APPROACH	,
19219,0H90XZX	,1,DRAINAGE OF SCALP SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
