ProcedureURN,ProcedureID,Active,Procedures,Description
53359,0SR90JA	,1,REPLACEMENT OF RIGHT HIP JOINT WITH SYNTHETIC SUBSTITUTE; UNCEMENTED; OPEN APPROACH	,
53440,05RM0JZ	,1,REPLACEMENT OF RIGHT INTERNAL JUGULAR VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53462,0TR38JZ	,1,REPLACEMENT OF RIGHT KIDNEY PELVIS WITH SYNTHETIC SUBSTITUTE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
53476,0SRV0JZ	,1,REPLACEMENT OF RIGHT KNEE JOINT; TIBIAL SURFACE WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53812,05R50JZ	,1,REPLACEMENT OF RIGHT SUBCLAVIAN VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53876,0QRG0JZ	,1,REPLACEMENT OF RIGHT TIBIA WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53906,0PRK07Z	,1,REPLACEMENT OF RIGHT ULNA WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
53955,0QR60JZ	,1,REPLACEMENT OF RIGHT UPPER FEMUR WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53959,0HRHX74	,1,REPLACEMENT OF RIGHT UPPER LEG SKIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; PARTIAL THICKNESS; EXTERNAL APPROACH	,NULL
53977,0TR607Z	,1,REPLACEMENT OF RIGHT URETER WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
53978,0TR647Z	,1,REPLACEMENT OF RIGHT URETER WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
53980,0TR687Z	,1,REPLACEMENT OF RIGHT URETER WITH AUTOLOGOUS TISSUE SUBSTITUTE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
53985,0TR60JZ	,1,REPLACEMENT OF RIGHT URETER WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
53995,02RK08Z	,1,REPLACEMENT OF RIGHT VENTRICLE WITH ZOOPLASTIC TISSUE; OPEN APPROACH	,
54011,08R43JZ	,1,REPLACEMENT OF RIGHT VITREOUS WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS APPROACH	,NULL
54158,02RJ07Z	,1,REPLACEMENT OF TRICUSPID VALVE WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,
54215,0TRD07Z	,1,REPLACEMENT OF URETHRA WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
54266,0DSQ8ZZ	,1,REPOSITION ANUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
54268,0DSK0ZZ	,1,REPOSITION ASCENDING COLON; OPEN APPROACH	,NULL
54283,0US20ZZ	,1,REPOSITION BILATERAL OVARIES; OPEN APPROACH	,NULL
54284,0US24ZZ	,1,REPOSITION BILATERAL OVARIES; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
54288,0VSC0ZZ	,1,REPOSITION BILATERAL TESTES; OPEN APPROACH	,NULL
54289,0VSC3ZZ	,1,REPOSITION BILATERAL TESTES; PERCUTANEOUS APPROACH	,NULL
54290,0VSC4ZZ	,1,REPOSITION BILATERAL TESTES; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
54293,0TSC4ZZ	,1,REPOSITION BLADDER NECK; PERCUTANEOUS ENDOSCOPIC APPROACH	,
54294,0TSB0ZZ	,1,REPOSITION BLADDER; OPEN APPROACH	,
54295,0TSB4ZZ	,1,REPOSITION BLADDER; PERCUTANEOUS ENDOSCOPIC APPROACH	,
54367,0DSM0ZZ	,1,REPOSITION DESCENDING COLON; OPEN APPROACH	,NULL
54372,0DS90ZZ	,1,REPOSITION DUODENUM; OPEN APPROACH	,NULL
54438,0DSB0ZZ	,1,REPOSITION ILEUM; OPEN APPROACH	,NULL
54461,0DSA0ZZ	,1,REPOSITION JEJUNUM; OPEN APPROACH	,
54471,0QS504Z	,1,REPOSITION LEFT ACETABULUM WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
54512,05S80ZZ	,1,REPOSITION LEFT AXILLARY VEIN; OPEN APPROACH	,
54515,05SC0ZZ	,1,REPOSITION LEFT BASILIC VEIN; OPEN APPROACH	,NULL
54518,03S80ZZ	,1,REPOSITION LEFT BRACHIAL ARTERY; OPEN APPROACH	,NULL
54521,05SA0ZZ	,1,REPOSITION LEFT BRACHIAL VEIN; OPEN APPROACH	,NULL
54547,05SF0ZZ	,1,REPOSITION LEFT CEPHALIC VEIN; OPEN APPROACH	,NULL
54617,04SL0ZZ	,1,REPOSITION LEFT FEMORAL ARTERY; OPEN APPROACH	,NULL
54626,0QS904Z	,1,REPOSITION LEFT FEMORAL SHAFT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
54642,06SN0ZZ	,1,REPOSITION LEFT FEMORAL VEIN; OPEN APPROACH	,NULL
54651,0QSK04Z	,1,REPOSITION LEFT FIBULA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
54738,0SSB04Z	,1,REPOSITION LEFT HIP JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
54740,0SSB44Z	,1,REPOSITION LEFT HIP JOINT WITH INTERNAL FIXATION DEVICE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
54755,0PSD04Z	,1,REPOSITION LEFT HUMERAL HEAD WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
54772,0PSG35Z	,1,REPOSITION LEFT HUMERAL SHAFT WITH EXTERNAL FIXATION DEVICE; PERCUTANEOUS APPROACH	,NULL
54777,0PSG04Z	,1,REPOSITION LEFT HUMERAL SHAFT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
54816,0TS10ZZ	,1,REPOSITION LEFT KIDNEY; OPEN APPROACH	,NULL
54866,0QSC04Z	,1,REPOSITION LEFT LOWER FEMUR WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
54897,0NSV0ZZ	,1,REPOSITION LEFT MANDIBLE; OPEN APPROACH	,
54996,0US14ZZ	,1,REPOSITION LEFT OVARY; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
55043,02ST0ZZ	,1,REPOSITION LEFT PULMONARY VEIN; OPEN APPROACH	,
55044,03SC0ZZ	,1,REPOSITION LEFT RADIAL ARTERY; OPEN APPROACH	,NULL
55053,0PSJ04Z	,1,REPOSITION LEFT RADIUS WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55065,0PSJXZZ	,1,REPOSITION LEFT RADIUS; EXTERNAL APPROACH	,NULL
55083,0SS804Z	,1,REPOSITION LEFT SACROILIAC JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55129,03S40ZZ	,1,REPOSITION LEFT SUBCLAVIAN ARTERY; OPEN APPROACH	,
55132,05S60ZZ	,1,REPOSITION LEFT SUBCLAVIAN VEIN; OPEN APPROACH	,NULL
55133,05S63ZZ	,1,REPOSITION LEFT SUBCLAVIAN VEIN; PERCUTANEOUS APPROACH	,NULL
55177,0VSB0ZZ	,1,REPOSITION LEFT TESTIS; OPEN APPROACH	,NULL
55178,0VSB3ZZ	,1,REPOSITION LEFT TESTIS; PERCUTANEOUS APPROACH	,NULL
55179,0VSB4ZZ	,1,REPOSITION LEFT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
55207,0QSH04Z	,1,REPOSITION LEFT TIBIA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55261,0PSL04Z	,1,REPOSITION LEFT ULNA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55295,0QS704Z	,1,REPOSITION LEFT UPPER FEMUR WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55307,0QS7XZZ	,1,REPOSITION LEFT UPPER FEMUR; EXTERNAL APPROACH	,NULL
55318,0TS74ZZ	,1,REPOSITION LEFT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
55342,0NSN04Z	,1,REPOSITION LEFT ZYGOMATIC BONE WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55371,06SY4ZZ	,1,REPOSITION LOWER VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH	,
55423,09SM0ZZ	,1,REPOSITION NASAL SEPTUM; OPEN APPROACH	,
55429,09SKXZZ	,1,REPOSITION NOSE; EXTERNAL APPROACH	,NULL
55519,0SSF04Z	,1,REPOSITION RIGHT ANKLE JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55536,05S70ZZ	,1,REPOSITION RIGHT AXILLARY VEIN; OPEN APPROACH	,
55539,05SB0ZZ	,1,REPOSITION RIGHT BASILIC VEIN; OPEN APPROACH	,NULL
55541,05SB4ZZ	,1,REPOSITION RIGHT BASILIC VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
55542,03S70ZZ	,1,REPOSITION RIGHT BRACHIAL ARTERY; OPEN APPROACH	,NULL
55545,05S90ZZ	,1,REPOSITION RIGHT BRACHIAL VEIN; OPEN APPROACH	,NULL
55571,05SD0ZZ	,1,REPOSITION RIGHT CEPHALIC VEIN; OPEN APPROACH	,NULL
55601,0RSL04Z	,1,REPOSITION RIGHT ELBOW JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55663,0QS80ZZ	,1,REPOSITION RIGHT FEMORAL SHAFT; OPEN APPROACH	,NULL
55666,06SM0ZZ	,1,REPOSITION RIGHT FEMORAL VEIN; OPEN APPROACH	,NULL
55675,0QSJ04Z	,1,REPOSITION RIGHT FIBULA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55706,0PST04Z	,1,REPOSITION RIGHT FINGER PHALANX WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55762,0SS904Z	,1,REPOSITION RIGHT HIP JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55779,0PSC04Z	,1,REPOSITION RIGHT HUMERAL HEAD WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55838,0TS30ZZ	,1,REPOSITION RIGHT KIDNEY PELVIS; OPEN APPROACH	,NULL
55839,0TS34ZZ	,1,REPOSITION RIGHT KIDNEY PELVIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
55840,0TS00ZZ	,1,REPOSITION RIGHT KIDNEY; OPEN APPROACH	,NULL
55890,0QSB04Z	,1,REPOSITION RIGHT LOWER FEMUR WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55917,0NST04Z	,1,REPOSITION RIGHT MANDIBLE WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
55927,0NSR04Z	,1,REPOSITION RIGHT MAXILLA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55931,0NSR0ZZ	,1,REPOSITION RIGHT MAXILLA; OPEN APPROACH	,
55937,0PSP04Z	,1,REPOSITION RIGHT METACARPAL WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
55971,0QSN04Z	,1,REPOSITION RIGHT METATARSAL WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56079,0PSH04Z	,1,REPOSITION RIGHT RADIUS WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56099,06S94ZZ	,1,REPOSITION RIGHT RENAL VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56109,0SS704Z	,1,REPOSITION RIGHT SACROILIAC JOINT WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
56203,0VS90ZZ	,1,REPOSITION RIGHT TESTIS; OPEN APPROACH	,NULL
56204,0VS93ZZ	,1,REPOSITION RIGHT TESTIS; PERCUTANEOUS APPROACH	,NULL
56205,0VS94ZZ	,1,REPOSITION RIGHT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56228,0QSG35Z	,1,REPOSITION RIGHT TIBIA WITH EXTERNAL FIXATION DEVICE; PERCUTANEOUS APPROACH	,NULL
56233,0QSG04Z	,1,REPOSITION RIGHT TIBIA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56287,0PSK04Z	,1,REPOSITION RIGHT ULNA WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56315,0QS605Z	,1,REPOSITION RIGHT UPPER FEMUR WITH EXTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56321,0QS604Z	,1,REPOSITION RIGHT UPPER FEMUR WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,NULL
56344,0TS64ZZ	,1,REPOSITION RIGHT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56368,0NSM04Z	,1,REPOSITION RIGHT ZYGOMATIC BONE WITH INTERNAL FIXATION DEVICE; OPEN APPROACH	,
56400,0DSN0ZZ	,1,REPOSITION SIGMOID COLON; OPEN APPROACH	,NULL
56445,02SW0ZZ	,1,REPOSITION THORACIC AORTA; OPEN APPROACH	,
56486,0DSL4ZZ	,1,REPOSITION TRANSVERSE COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56520,0US40ZZ	,1,REPOSITION UTERINE SUPPORTING STRUCTURE; OPEN APPROACH	,NULL
56523,0US90ZZ	,1,REPOSITION UTERUS; OPEN APPROACH	,
56540,0CTQ0ZZ	,1,RESECTION OF ADENOIDS; OPEN APPROACH	,
56542,0FTC4ZZ	,1,RESECTION OF AMPULLA OF VATER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56544,0FTC8ZZ	,1,RESECTION OF AMPULLA OF VATER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56545,0DTR0ZZ	,1,RESECTION OF ANAL SPHINCTER; OPEN APPROACH	,NULL
56546,0DTR4ZZ	,1,RESECTION OF ANAL SPHINCTER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56547,0DTQ0ZZ	,1,RESECTION OF ANUS; OPEN APPROACH	,NULL
56548,0DTQ4ZZ	,1,RESECTION OF ANUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56553,07TD0ZZ	,1,RESECTION OF AORTIC LYMPHATIC; OPEN APPROACH	,NULL
56556,0DTJ8ZZ	,1,RESECTION OF APPENDIX; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56557,0DTK0ZZ	,1,RESECTION OF ASCENDING COLON; OPEN APPROACH	,NULL
56558,0DTK4ZZ	,1,RESECTION OF ASCENDING COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56566,0HTV0ZZ	,1,RESECTION OF BILATERAL BREAST; OPEN APPROACH	,NULL
56572,0UT74ZZ	,1,RESECTION OF BILATERAL FALLOPIAN TUBES; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56577,0UT20ZZ	,1,RESECTION OF BILATERAL OVARIES; OPEN APPROACH	,
56578,0UT24ZZ	,1,RESECTION OF BILATERAL OVARIES; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56579,0UT27ZZ	,1,RESECTION OF BILATERAL OVARIES; VIA NATURAL OR ARTIFICIAL OPENING	,NULL
56582,0VT30ZZ	,1,RESECTION OF BILATERAL SEMINAL VESICLES; OPEN APPROACH	,NULL
56583,0VT34ZZ	,1,RESECTION OF BILATERAL SEMINAL VESICLES; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56586,0VTC0ZZ	,1,RESECTION OF BILATERAL TESTES; OPEN APPROACH	,NULL
56587,0VTC4ZZ	,1,RESECTION OF BILATERAL TESTES; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56588,0VTQ4ZZ	,1,RESECTION OF BILATERAL VAS DEFERENS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56589,0TTC0ZZ	,1,RESECTION OF BLADDER NECK; OPEN APPROACH	,NULL
56592,0TTC8ZZ	,1,RESECTION OF BLADDER NECK; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56593,0TTB0ZZ	,1,RESECTION OF BLADDER; OPEN APPROACH	,NULL
56599,0DTH0ZZ	,1,RESECTION OF CECUM; OPEN APPROACH	,NULL
56600,0DTH4ZZ	,1,RESECTION OF CECUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56610,0UTC4ZZ	,1,RESECTION OF CERVIX; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56624,0FT90ZZ	,1,RESECTION OF COMMON BILE DUCT; OPEN APPROACH	,NULL
56625,0FT94ZZ	,1,RESECTION OF COMMON BILE DUCT; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56635,0FT80ZZ	,1,RESECTION OF CYSTIC DUCT; OPEN APPROACH	,NULL
56639,0DTM0ZZ	,1,RESECTION OF DESCENDING COLON; OPEN APPROACH	,NULL
56640,0DTM4ZZ	,1,RESECTION OF DESCENDING COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56642,0DTM8ZZ	,1,RESECTION OF DESCENDING COLON; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56643,0DT90ZZ	,1,RESECTION OF DUODENUM; OPEN APPROACH	,NULL
56652,0DT44ZZ	,1,RESECTION OF ESOPHAGOGASTRIC JUNCTION; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56655,0DT50ZZ	,1,RESECTION OF ESOPHAGUS; OPEN APPROACH	,
56656,0DT54ZZ	,1,RESECTION OF ESOPHAGUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56664,0DTS0ZZ	,1,RESECTION OF GREATER OMENTUM; OPEN APPROACH	,NULL
56666,0CT2XZZ	,1,RESECTION OF HARD PALATE; EXTERNAL APPROACH	,NULL
56682,0DTC0ZZ	,1,RESECTION OF ILEOCECAL VALVE; OPEN APPROACH	,NULL
56686,0DTB0ZZ	,1,RESECTION OF ILEUM; OPEN APPROACH	,NULL
56687,0DTB4ZZ	,1,RESECTION OF ILEUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56690,0DTA0ZZ	,1,RESECTION OF JEJUNUM; OPEN APPROACH	,NULL
56694,0DTE0ZZ	,1,RESECTION OF LARGE INTESTINE; OPEN APPROACH	,NULL
56695,0DTE4ZZ	,1,RESECTION OF LARGE INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56698,0CTS0ZZ	,1,RESECTION OF LARYNX; OPEN APPROACH	,NULL
56710,0GT24ZZ	,1,RESECTION OF LEFT ADRENAL GLAND; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56717,07T60ZZ	,1,RESECTION OF LEFT AXILLARY LYMPHATIC; OPEN APPROACH	,NULL
56744,08T1XZZ	,1,RESECTION OF LEFT EYE; EXTERNAL APPROACH	,NULL
56745,0UT60ZZ	,1,RESECTION OF LEFT FALLOPIAN TUBE; OPEN APPROACH	,NULL
56748,0UT68ZZ	,1,RESECTION OF LEFT FALLOPIAN TUBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56783,0GTP0ZZ	,1,RESECTION OF LEFT INFERIOR PARATHYROID GLAND; OPEN APPROACH	,NULL
56785,07TJ0ZZ	,1,RESECTION OF LEFT INGUINAL LYMPHATIC; OPEN APPROACH	,NULL
56792,0TT44ZZ	,1,RESECTION OF LEFT KIDNEY PELVIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56807,0DTG0ZZ	,1,RESECTION OF LEFT LARGE INTESTINE; OPEN APPROACH	,NULL
56808,0DTG4ZZ	,1,RESECTION OF LEFT LARGE INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56812,0FT20ZZ	,1,RESECTION OF LEFT LOBE LIVER; OPEN APPROACH	,NULL
56831,0BTJ0ZZ	,1,RESECTION OF LEFT LOWER LUNG LOBE; OPEN APPROACH	,
56833,0BTL0ZZ	,1,RESECTION OF LEFT LUNG; OPEN APPROACH	,
56837,0NTV0ZZ	,1,RESECTION OF LEFT MANDIBLE; OPEN APPROACH	,NULL
56841,09TR0ZZ	,1,RESECTION OF LEFT MAXILLARY SINUS; OPEN APPROACH	,NULL
56848,0QTP0ZZ	,1,RESECTION OF LEFT METATARSAL; OPEN APPROACH	,
56850,07T20ZZ	,1,RESECTION OF LEFT NECK LYMPHATIC; OPEN APPROACH	,NULL
56856,0NTQ0ZZ	,1,RESECTION OF LEFT ORBIT; OPEN APPROACH	,
56857,0UT10ZZ	,1,RESECTION OF LEFT OVARY; OPEN APPROACH	,NULL
56860,0UT18ZZ	,1,RESECTION OF LEFT OVARY; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56865,0CT90ZZ	,1,RESECTION OF LEFT PAROTID GLAND; OPEN APPROACH	,NULL
56869,0PT20ZZ	,1,RESECTION OF LEFT RIB; OPEN APPROACH	,NULL
56872,0VT20ZZ	,1,RESECTION OF LEFT SEMINAL VESICLE; OPEN APPROACH	,NULL
56873,0VT24ZZ	,1,RESECTION OF LEFT SEMINAL VESICLE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
56881,0VTG0ZZ	,1,RESECTION OF LEFT SPERMATIC CORD; OPEN APPROACH	,NULL
56889,0GTM0ZZ	,1,RESECTION OF LEFT SUPERIOR PARATHYROID GLAND; OPEN APPROACH	,NULL
56895,0VTB4ZZ	,1,RESECTION OF LEFT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56898,0KTJ0ZZ	,1,RESECTION OF LEFT THORAX MUSCLE; OPEN APPROACH	,NULL
56913,0VT70ZZ	,1,RESECTION OF LEFT TUNICA VAGINALIS; OPEN APPROACH	,NULL
56939,0TT70ZZ	,1,RESECTION OF LEFT URETER; OPEN APPROACH	,NULL
56940,0TT74ZZ	,1,RESECTION OF LEFT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56942,0TT78ZZ	,1,RESECTION OF LEFT URETER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
56944,08T53ZZ	,1,RESECTION OF LEFT VITREOUS; PERCUTANEOUS APPROACH	,
56957,0FT00ZZ	,1,RESECTION OF LIVER; OPEN APPROACH	,NULL
56960,0DT34ZZ	,1,RESECTION OF LOWER ESOPHAGUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
56972,07TB0ZZ	,1,RESECTION OF MESENTERIC LYMPHATIC; OPEN APPROACH	,NULL
56974,0DT20ZZ	,1,RESECTION OF MIDDLE ESOPHAGUS; OPEN APPROACH	,NULL
56979,0GTQ0ZZ	,1,RESECTION OF MULTIPLE PARATHYROID GLANDS; OPEN APPROACH	,
56995,0FTG0ZZ	,1,RESECTION OF PANCREAS; OPEN APPROACH	,NULL
56997,0FTD0ZZ	,1,RESECTION OF PANCREATIC DUCT; OPEN APPROACH	,NULL
57009,07TC0ZZ	,1,RESECTION OF PELVIS LYMPHATIC; OPEN APPROACH	,NULL
57010,07TC4ZZ	,1,RESECTION OF PELVIS LYMPHATIC; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
57030,0VTTXZZ	,1,RESECTION OF PREPUCE; EXTERNAL APPROACH	,NULL
57043,0DTP4ZZ	,1,RESECTION OF RECTUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
57045,0DTP8ZZ	,1,RESECTION OF RECTUM; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
57046,0PT10ZZ	,1,"RESECTION OF RIBS, 1 TO 2; OPEN APPROACH	",NULL
57055,0GT30ZZ	,1,RESECTION OF RIGHT ADRENAL GLAND; OPEN APPROACH	,NULL
57056,0GT34ZZ	,1,RESECTION OF RIGHT ADRENAL GLAND; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
57063,07T50ZZ	,1,RESECTION OF RIGHT AXILLARY LYMPHATIC; OPEN APPROACH	,NULL
57065,0HTT0ZZ	,1,RESECTION OF RIGHT BREAST; OPEN APPROACH	,NULL
57077,0VTJ0ZZ	,1,RESECTION OF RIGHT EPIDIDYMIS; OPEN APPROACH	,NULL
57091,08T0XZZ	,1,RESECTION OF RIGHT EYE; EXTERNAL APPROACH	,NULL
57092,0UT50ZZ	,1,RESECTION OF RIGHT FALLOPIAN TUBE; OPEN APPROACH	,NULL
57093,0UT54ZZ	,1,RESECTION OF RIGHT FALLOPIAN TUBE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
57130,0GTN0ZZ	,1,RESECTION OF RIGHT INFERIOR PARATHYROID GLAND; OPEN APPROACH	,NULL
57132,07TH0ZZ	,1,RESECTION OF RIGHT INGUINAL LYMPHATIC; OPEN APPROACH	,NULL
57138,0TT30ZZ	,1,RESECTION OF RIGHT KIDNEY PELVIS; OPEN APPROACH	,NULL
57139,0TT34ZZ	,1,RESECTION OF RIGHT KIDNEY PELVIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
57154,0DTF0ZZ	,1,RESECTION OF RIGHT LARGE INTESTINE; OPEN APPROACH	,NULL
57159,0FT10ZZ	,1,RESECTION OF RIGHT LOBE LIVER; OPEN APPROACH	,NULL
57178,0BTF0ZZ	,1,RESECTION OF RIGHT LOWER LUNG LOBE; OPEN APPROACH	,NULL
57180,0BTK0ZZ	,1,RESECTION OF RIGHT LUNG; OPEN APPROACH	,
57184,0NTT0ZZ	,1,RESECTION OF RIGHT MANDIBLE; OPEN APPROACH	,NULL
57187,0NTR0ZZ	,1,RESECTION OF RIGHT MAXILLA; OPEN APPROACH	,NULL
57195,0QTN0ZZ	,1,RESECTION OF RIGHT METATARSAL; OPEN APPROACH	,NULL
57201,07T10ZZ	,1,RESECTION OF RIGHT NECK LYMPHATIC; OPEN APPROACH	,NULL
57208,0UT00ZZ	,1,RESECTION OF RIGHT OVARY; OPEN APPROACH	,NULL
57216,0CT80ZZ	,1,RESECTION OF RIGHT PAROTID GLAND; OPEN APPROACH	,NULL
57218,0QT20ZZ	,1,RESECTION OF RIGHT PELVIC BONE/ PUBECTOMY,NULL
57222,0VT10ZZ	,1,RESECTION OF RIGHT SEMINAL VESICLE; OPEN APPROACH	,NULL
57231,0VTF0ZZ	,1,RESECTION OF RIGHT SPERMATIC CORD; OPEN APPROACH	,NULL
57239,0GTL0ZZ	,1,RESECTION OF RIGHT SUPERIOR PARATHYROID GLAND; OPEN APPROACH	,
57245,0VT94ZZ	,1,RESECTION OF RIGHT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
57256,0QTQ0ZZ	,1,RESECTION OF RIGHT TOE PHALANX; OPEN APPROACH	,
57263,0VT60ZZ	,1,RESECTION OF RIGHT TUNICA VAGINALIS; OPEN APPROACH	,NULL
57287,0BTC0ZZ	,1,RESECTION OF RIGHT UPPER LUNG LOBE; OPEN APPROACH	,
57289,0TT60ZZ	,1,RESECTION OF RIGHT URETER; OPEN APPROACH	,NULL
57290,0TT64ZZ	,1,RESECTION OF RIGHT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
57292,0TT68ZZ	,1,RESECTION OF RIGHT URETER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,
57294,08T43ZZ	,1,RESECTION OF RIGHT VITREOUS; PERCUTANEOUS APPROACH	,
57307,0DTN0ZZ	,1,RESECTION OF SIGMOID COLON; OPEN APPROACH	,NULL
57308,0DTN4ZZ	,1,RESECTION OF SIGMOID COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
57310,0DTN8ZZ	,1,RESECTION OF SIGMOID COLON; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
